x,y,label,fname
-0.054774101771059486,-0.14511675467891375,ACCESS1-0,    ACCESS1-0_0.cvdp_data.1900-2005.nc
-0.014827320836103429,-0.14670922808576042,ACCESS1-3,    ACCESS1-3_0.cvdp_data.1900-2005.nc
0.17024383675745636,0.05560205429583058,bcc-csm1-1-m, bcc-csm1-1-m_0.cvdp_data.1900-2005.nc
0.065116963466123973,0.10249581132950317,bcc-csm1-1,   bcc-csm1-1_0.cvdp_data.1900-2005.nc
0.056383853749861268,0.13138448731583452,BNU-ESM,      BNU-ESM_0.cvdp_data.1900-2005.nc
-0.032617605071565324,-0.059125479901752757,CanESM2,      CanESM2_0.cvdp_data.1900-2005.nc
0.20319040670448452,0.016366802309642985,CCSM4,        CCSM4_0.cvdp_data.1900-2005.nc
0.20225321564036891,0.015734831195315432,CESM1-BGC,    CESM1-BGC_0.cvdp_data.1900-2005.nc
0.081264997947902137,-0.097089641444840058,CESM1-CAM5-1-FV2, CESM1-CAM5-1-FV2_0.cvdp_data.1900-2005.nc
0.081369265367193147,-0.06075189280800794,CESM1-CAM5,   CESM1-CAM5_0.cvdp_data.1900-2005.nc
0.20744983503954728,0.014249702519041368,CESM1-FASTCHEM, CESM1-FASTCHEM_0.cvdp_data.1900-2005.nc
0.12419743300258576,-0.18353767234611465,CESM1-WACCM,  CESM1-WACCM_0.cvdp_data.1900-2005.nc
0.0010862401688292295,0.024543696013194172,CMCC-CM,      CMCC-CM_0.cvdp_data.1900-2005.nc
-0.035920656242443783,0.043432858912063936,CMCC-CMS,     CMCC-CMS_0.cvdp_data.1900-2005.nc
-0.014751485079195542,0.0075492652238313253,CNRM-CM5,     CNRM-CM5_0.cvdp_data.1900-2005.nc
-0.20611058483172143,-0.14951215958640571,CSIRO-Mk3-6-0, CSIRO-Mk3-6-0_0.cvdp_data.1900-2005.nc
-0.23578507263878523,0.062678049651013298,FGOALS-g2,    FGOALS-g2_0.cvdp_data.1900-2005.nc
0.026174093002995124,0.1500501052274861,FIO-ESM,      FIO-ESM_0.cvdp_data.1900-2005.nc
0.011830548928610447,-0.075287499694909582,GFDL-CM2p1,   GFDL-CM2p1_0.cvdp_data.1900-2005.nc
0.012148833419089485,-0.08692676679175404,GFDL-ESM2G,   GFDL-ESM2G_0.cvdp_data.1900-2005.nc
-0.0040278714692252625,-0.066403720316884615,GFDL-ESM2M,   GFDL-ESM2M_0.cvdp_data.1900-2005.nc
-0.12218843308774557,0.016983942425093757,GISS-E2-H,    GISS-E2-H_0.cvdp_data.1900-2005.nc
-0.11070561008236392,-0.008018720049197587,GISS-E2-H-CC, GISS-E2-H-CC_0.cvdp_data.1900-2005.nc
-0.10447762792123866,0.01231054187427004,GISS-E2-R,    GISS-E2-R_0.cvdp_data.1900-2005.nc
-0.10017037801539699,0.011951738213014637,GISS-E2-R-CC, GISS-E2-R-CC_0.cvdp_data.1900-2005.nc
-0.13582909739564974,-0.1943340282776061,HadCM3,       HadCM3_0.cvdp_data.1900-2005.nc
-0.041085615785926156,-0.15612225474050753,HadGEM2-AO,   HadGEM2-AO_0.cvdp_data.1900-2005.nc
-0.072979078457267116,-0.14765337475975471,HadGEM2-CC,   HadGEM2-CC_0.cvdp_data.1900-2004.nc
-0.050422400137076877,-0.15473957794338866,HadGEM2-ES,   HadGEM2-ES_0.cvdp_data.1900-2004.nc
0.072507499937263381,-0.017799015520564506,inmcm4,       inmcm4_0.cvdp_data.1900-2005.nc
-0.11901473683437415,0.20919075280086999,IPSL-CM5A-LR, IPSL-CM5A-LR_0.cvdp_data.1900-2005.nc
-0.074227332044874278,0.18314021924976978,IPSL-CM5A-MR, IPSL-CM5A-MR_0.cvdp_data.1900-2005.nc
-0.21939438236039491,0.20709696846068795,IPSL-CM5B-LR, IPSL-CM5B-LR_0.cvdp_data.1900-2005.nc
-0.1733874519862994,-0.024387834895730202,MIROC5,       MIROC5_0.cvdp_data.1900-2005.nc
0.036480934090658092,0.22062445500509079,MIROC-ESM,    MIROC-ESM_0.cvdp_data.1900-2005.nc
0.030427269248750475,0.21591999824397079,MIROC-ESM-CHEM, MIROC-ESM-CHEM_0.cvdp_data.1900-2005.nc
0.013680114181526674,-0.013144623097971665,MPI-ESM-LR,   MPI-ESM-LR_0.cvdp_data.1900-2005.nc
0.096400908525403978,0.04882197350745536,MRI-CGCM3,    MRI-CGCM3_0.cvdp_data.1900-2005.nc
0.097059744721585767,0.052162552508413687,MRI-ESM1,     MRI-ESM1_0.cvdp_data.1900-2005.nc
0.1577782594802519,-0.0019234059773142072,NorESM1-M,    NorESM1-M_0.cvdp_data.1900-2005.nc
0.17565258866821939,-0.013707155364015065,NorESM1-ME,   NorESM1-ME_0.cvdp_data.1900-2005.nc
